Datum;Jahreszeit
14.11.2019;Herbst
15.11.2019;Herbst
16.11.2019;Herbst
17.11.2019;Herbst
18.11.2019;Herbst
19.11.2019;Herbst
20.11.2019;Herbst
21.11.2019;Herbst
22.11.2019;Herbst
23.11.2019;Herbst
24.11.2019;Herbst
25.11.2019;Herbst
26.11.2019;Herbst
27.11.2019;Herbst
28.11.2019;Herbst
29.11.2019;Herbst
30.11.2019;Herbst
01.12.2019;Herbst
02.12.2019;Herbst
03.12.2019;Herbst
04.12.2019;Herbst
05.12.2019;Herbst
06.12.2019;Herbst
07.12.2019;Herbst
08.12.2019;Herbst
09.12.2019;Herbst
10.12.2019;Herbst
11.12.2019;Herbst
12.12.2019;Herbst
13.12.2019;Herbst
14.12.2019;Herbst
15.12.2019;Herbst
16.12.2019;Herbst
17.12.2019;Herbst
18.12.2019;Herbst
19.12.2019;Herbst
20.12.2019;Herbst
21.12.2019;Herbst
22.12.2019;Winter
23.12.2019;Winter
24.12.2019;Winter
25.12.2019;Winter
26.12.2019;Winter
27.12.2019;Winter
28.12.2019;Winter
29.12.2019;Winter
30.12.2019;Winter
31.12.2019;Winter
01.01.2020;Winter
02.01.2020;Winter
03.01.2020;Winter
04.01.2020;Winter
05.01.2020;Winter
06.01.2020;Winter
07.01.2020;Winter
08.01.2020;Winter
09.01.2020;Winter
10.01.2020;Winter
11.01.2020;Winter
12.01.2020;Winter
13.01.2020;Winter
14.01.2020;Winter
15.01.2020;Winter
16.01.2020;Winter
17.01.2020;Winter
18.01.2020;Winter
19.01.2020;Winter
20.01.2020;Winter
21.01.2020;Winter
22.01.2020;Winter
23.01.2020;Winter
24.01.2020;Winter
25.01.2020;Winter
26.01.2020;Winter
27.01.2020;Winter
28.01.2020;Winter
29.01.2020;Winter
30.01.2020;Winter
31.01.2020;Winter
01.02.2020;Winter
02.02.2020;Winter
03.02.2020;Winter
04.02.2020;Winter
05.02.2020;Winter
06.02.2020;Winter
07.02.2020;Winter
08.02.2020;Winter
09.02.2020;Winter
10.02.2020;Winter
11.02.2020;Winter
12.02.2020;Winter
13.02.2020;Winter
14.02.2020;Winter
15.02.2020;Winter
16.02.2020;Winter
17.02.2020;Winter
18.02.2020;Winter
19.02.2020;Winter
20.02.2020;Winter
21.02.2020;Winter
22.02.2020;Winter
23.02.2020;Winter
24.02.2020;Winter
25.02.2020;Winter
26.02.2020;Winter
27.02.2020;Winter
28.02.2020;Winter
29.02.2020;Winter
01.03.2020;Winter
02.03.2020;Winter
03.03.2020;Winter
04.03.2020;Winter
05.03.2020;Winter
06.03.2020;Winter
07.03.2020;Winter
08.03.2020;Winter
09.03.2020;Winter
10.03.2020;Winter
11.03.2020;Winter
12.03.2020;Winter
13.03.2020;Winter
14.03.2020;Winter
15.03.2020;Winter
16.03.2020;Winter
17.03.2020;Winter
18.03.2020;Winter
19.03.2020;Winter
20.03.2020;Fruehling
21.03.2020;Fruehling
22.03.2020;Fruehling
23.03.2020;Fruehling
24.03.2020;Fruehling
25.03.2020;Fruehling
26.03.2020;Fruehling
27.03.2020;Fruehling
28.03.2020;Fruehling
29.03.2020;Fruehling
30.03.2020;Fruehling
31.03.2020;Fruehling
01.04.2020;Fruehling
02.04.2020;Fruehling
03.04.2020;Fruehling
04.04.2020;Fruehling
05.04.2020;Fruehling
06.04.2020;Fruehling
07.04.2020;Fruehling
08.04.2020;Fruehling
09.04.2020;Fruehling
10.04.2020;Fruehling
11.04.2020;Fruehling
12.04.2020;Fruehling
13.04.2020;Fruehling
14.04.2020;Fruehling
15.04.2020;Fruehling
16.04.2020;Fruehling
17.04.2020;Fruehling
18.04.2020;Fruehling
19.04.2020;Fruehling
20.04.2020;Fruehling
21.04.2020;Fruehling
22.04.2020;Fruehling
23.04.2020;Fruehling
24.04.2020;Fruehling
25.04.2020;Fruehling
26.04.2020;Fruehling
27.04.2020;Fruehling
28.04.2020;Fruehling
29.04.2020;Fruehling
30.04.2020;Fruehling
01.05.2020;Fruehling
02.05.2020;Fruehling
03.05.2020;Fruehling
04.05.2020;Fruehling
05.05.2020;Fruehling
06.05.2020;Fruehling
07.05.2020;Fruehling
08.05.2020;Fruehling
09.05.2020;Fruehling
10.05.2020;Fruehling
11.05.2020;Fruehling
12.05.2020;Fruehling
13.05.2020;Fruehling
14.05.2020;Fruehling
15.05.2020;Fruehling
16.05.2020;Fruehling
17.05.2020;Fruehling
18.05.2020;Fruehling
19.05.2020;Fruehling
20.05.2020;Fruehling
21.05.2020;Fruehling
22.05.2020;Fruehling
23.05.2020;Fruehling
24.05.2020;Fruehling
25.05.2020;Fruehling
26.05.2020;Fruehling
27.05.2020;Fruehling
28.05.2020;Fruehling
29.05.2020;Fruehling
30.05.2020;Fruehling
31.05.2020;Fruehling
01.06.2020;Fruehling
02.06.2020;Fruehling
03.06.2020;Fruehling
04.06.2020;Fruehling
05.06.2020;Fruehling
06.06.2020;Fruehling
07.06.2020;Fruehling
08.06.2020;Fruehling
09.06.2020;Fruehling
10.06.2020;Fruehling
11.06.2020;Fruehling
12.06.2020;Fruehling
13.06.2020;Fruehling
14.06.2020;Fruehling
15.06.2020;Fruehling
16.06.2020;Fruehling
17.06.2020;Fruehling
18.06.2020;Fruehling
19.06.2020;Fruehling
20.06.2020;Sommer
21.06.2020;Sommer
22.06.2020;Sommer
23.06.2020;Sommer
24.06.2020;Sommer
25.06.2020;Sommer
26.06.2020;Sommer
27.06.2020;Sommer
28.06.2020;Sommer
29.06.2020;Sommer
30.06.2020;Sommer
